0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
2.499999999999998751e-03;-2.965165507770931587e-11;-3.269507231785629103e-05;8.148435553685109359e-05;-4.877564080960070731e-09;-7.433891876342793847e-13;-3.082727423367845776e-05;-3.031210144718903374e-06;-1.037377675423729528e-11;-4.918228276496084891e-03;1.595751265989961087e+00;9.572693804316968183e-05;4.833147527119125569e-02
4.999999999999983624e-03;-7.948487070910697418e-09;-1.269595774096578494e-04;2.387529115346359739e-04;-5.150078786542106043e-08;-1.440992965897507538e-10;-1.232123792528894948e-04;-2.169436299295324811e-06;2.362233670113040157e-10;-4.347402617069602571e-02;2.459684651343645445e+00;8.012966589301428674e-03;-2.466413212974789479e-03
7.499999999999968497e-03;-9.524895738799230652e-08;-2.755666993185133459e-04;2.244704642090570418e-04;-1.190409247413366053e-07;-1.781200327996053753e-08;-2.780332090419672885e-04;2.847544547351312349e-05;-2.365862244644893130e-10;-1.322021628707590601e-01;3.085792928903500876e+00;5.252169545634571834e-02;-3.402605978193107839e-01
1.000000000000002970e-02;-4.184777935570505432e-07;-4.733015205078181897e-04;-2.418603128300982974e-04;-2.644980944479619907e-07;-2.008203421883286081e-07;-4.944913332931159854e-04;8.477300008357891911e-05;-4.257863524820422299e-09;-2.661191823815808877e-01;3.628216856457816775e+00;1.431255587919857963e-01;-5.453338800266014363e-01
1.250000000000010131e-02;-1.236053735029576382e-06;-7.228569078166028348e-04;-1.245837287885324376e-03;-1.251070762381452821e-06;-8.508494135978874839e-07;-7.688714605430908237e-04;7.654326382706330689e-05;-4.126385324289546995e-09;-4.428607618089049347e-01;4.259226127775005644e+00;2.533876134326264462e-01;-2.971293012315029403e-01
1.500000000000017292e-02;-2.907031378032549757e-06;-1.035561204689180266e-03;-2.585155007914422595e-03;-4.228766014540029906e-06;-2.340035927444152767e-06;-1.097517307184826948e-03;-1.157476629950590012e-04;-9.586178636436976400e-09;-6.397514803773983738e-01;4.635850384366873023e+00;3.670236368145108341e-01;1.663947488790950557e-01
1.750000000000024453e-02;-5.788729212540021443e-06;-1.426244101108297205e-03;-3.910370060135241223e-03;-9.178835402093934675e-06;-5.076037995918041469e-06;-1.482667845372907106e-03;-4.798239894039193522e-04;-1.254124375070087580e-07;-8.257771858445113189e-01;4.651344967173981715e+00;4.684606412005312692e-01;5.918115219285896567e-01
2.000000000000031614e-02;-1.018437336355867699e-05;-1.906938586798857501e-03;-4.910903474498809484e-03;-1.437601878313111152e-05;-9.376799126248351921e-06;-1.934687468397114536e-03;-7.933174525802936432e-04;-3.400875943286228736e-07;-9.658520866862074783e-01;4.826257456498299625e+00;5.354626249519854886e-01;1.082558126234744122e+00
2.250000000000038775e-02;-1.630063850233736005e-05;-2.484049323965347930e-03;-5.382454779875970284e-03;-1.755290675229226368e-05;-1.543201863592727127e-05;-2.466816545017641842e-03;-7.446202995198439138e-04;-3.096013048375585512e-07;-1.042193383214974567e+00;5.481581775554367653e+00;5.696608589992937510e-01;1.646296716910698787e+00
2.500000000000045935e-02;-2.425534772721558313e-05;-3.159289745957597362e-03;-5.232409183760098649e-03;-1.743908618209789296e-05;-2.338727250583291989e-05;-3.085983849687990582e-03;-1.470156667730496299e-04;-2.838926568635263225e-08;-1.091960625436243282e+00;6.274256161404292875e+00;6.067440201626622676e-01;1.971869386088312526e+00
2.750000000000053096e-02;-3.418515465955591963e-05;-3.931995697879771962e-03;-4.493758728715961312e-03;-1.452217823939087182e-05;-3.341601856186525411e-05;-3.786492131443976606e-03;9.266832112526413338e-04;-4.598858889253774434e-07;-1.173932925458647691e+00;6.890540159518437235e+00;6.903574067674957959e-01;1.950912094868368474e+00
3.000000000000060257e-02;-4.630412985253569549e-05;-4.800850629700579610e-03;-3.293463002911646998e-03;-1.052096604672783298e-05;-4.583312368069130543e-05;-4.550642900353227445e-03;2.158699162785656083e-03;-2.464494849356758976e-06;-1.321679592854602570e+00;7.472953794869129140e+00;8.324170700741786444e-01;1.924315288429975235e+00
3.250000000000050071e-02;-6.098406514802871321e-05;-5.764165992487365643e-03;-1.759241610579240960e-03;-7.319136477839045444e-06;-6.107545029642599496e-05;-5.356062865511929463e-03;3.133763027946075055e-03;-5.215109098481485735e-06;-1.534914345546442238e+00;8.063668492757024353e+00;1.019749734379788109e+00;2.173448452926594499e+00
3.500000000000022538e-02;-7.878103693400820989e-05;-6.819011855978122406e-03;4.085074013175417362e-05;-6.507460788281567740e-06;-7.968028988096333208e-05;-6.185825069390449814e-03;3.555492677633579832e-03;-6.783049994364811993e-06;-1.806163458569614466e+00;8.316636530706404073e+00;1.231298150100260891e+00;2.594725222018387178e+00
3.749999999999995004e-02;-1.003583245881249907e-04;-7.960973879575852785e-03;2.094531371904678665e-03;-9.513713479795865747e-06;-1.023439268879023197e-04;-7.034953584932272797e-03;3.396619055302241112e-03;-6.331184136863426098e-06;-2.116047866691726398e+00;8.071910808943774995e+00;1.443284633270931261e+00;3.033687307495580132e+00
3.999999999999967470e-02;-1.264610543290463015e-04;-9.186135373432147838e-03;4.457268291194937428e-03;-1.803390485549161937e-05;-1.298142373135622891e-04;-7.908550171481855059e-03;2.852474631854924961e-03;-4.690771076516255306e-06;-2.421234316939063547e+00;7.649327121749566416e+00;1.643829705082426873e+00;3.504308063111722937e+00
4.249999999999939937e-02;-1.578391930218209433e-04;-1.049400061628171475e-02;7.289409172778822665e-03;-3.524412740417662851e-05;-1.628304863191921221e-04;-8.813383934389492150e-03;2.132175354222369795e-03;-2.952500311207764547e-06;-2.710763921431417423e+00;7.342242102887703403e+00;1.843512686563766101e+00;3.920086450889439522e+00
4.499999999999912403e-02;-1.952020750629465055e-04;-1.188795128146445668e-02;1.081363455206629451e-02;-6.743814034477109691e-05;-2.021863856088799017e-04;-9.750264493076485697e-03;1.278037278519781770e-03;-1.563979887704397224e-06;-3.024047514379397672e+00;7.123075271266241515e+00;2.090533321293113644e+00;4.013802236777729959e+00
4.749999999999884870e-02;-2.393465401138788963e-04;-1.337184872790710133e-02;1.516912824173493463e-02;-1.240209171789740132e-04;-2.488329482561214031e-04;-1.071289894256922601e-02;1.525041173418768858e-04;-8.160245982648882467e-07;-3.430242867033316934e+00;7.002908887336802835e+00;2.430932486957243288e+00;3.700477842974139620e+00
4.999999999999857336e-02;-2.912925343909895373e-04;-1.494540501848536443e-02;2.029193144283668315e-02;-2.145808363394742600e-04;-3.040808013614383371e-04;-1.169268291547464339e-02;-1.442547166550388468e-03;-1.837682285636315508e-06;-3.971066647508328273e+00;7.159198258163851136e+00;2.853011597455826109e+00;3.207995130796729821e+00
5.249999999999829803e-02;-3.523155772726379665e-04;-1.660233444444791928e-02;2.592866498388604612e-02;-3.444644026637687568e-04;-3.696278166117694468e-04;-1.268483357783796277e-02;-3.632741814104710823e-03;-7.285249017400569053e-06;-4.569656260690683425e+00;7.517328793754545657e+00;3.289490865990979618e+00;2.735981320958761120e+00
