0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000001624e-02 5.708187003468448194e-07
6.000000000000003941e-02 4.496703572302010774e-06
9.000000000000006606e-02 1.448566625110193590e-05
1.200000000000000927e-01 3.326758767530991670e-05
1.500000000000001055e-01 6.367036831742049980e-05
1.800000000000001321e-01 1.054875548427723685e-04
2.100000000000001588e-01 1.640127767298242860e-04
2.400000000000001854e-01 2.359817798087431484e-04
2.699999999999994627e-01 3.265537674707626572e-04
3.007499999999983520e-01 4.350449920017401286e-04
3.314999999999972413e-01 5.594141112847409109e-04
3.622499999999961307e-01 7.003155315321240530e-04
3.929999999999950200e-01 8.504783086066846926e-04
4.237499999999939093e-01 1.014361074564417223e-03
4.544999999999927986e-01 1.181582498654633242e-03
4.852499999999916880e-01 1.353961137324268373e-03
5.159999999999917986e-01 1.525597154628060854e-03
5.467499999999929639e-01 1.691349202351247714e-03
5.774999999999941291e-01 1.851464372408558566e-03
6.082499999999952944e-01 1.996839898372200668e-03
6.389999999999964597e-01 2.129033696025866944e-03
6.697499999999976250e-01 2.241983140156311380e-03
7.004999999999987903e-01 2.333559550549791327e-03
7.312499999999999556e-01 2.405373349744604518e-03
7.620000000000011209e-01 2.449035881723949076e-03
7.927500000000022862e-01 2.473525249110203675e-03
8.235000000000034515e-01 2.468018938321810216e-03
8.542500000000046168e-01 2.444561896425660307e-03
8.850000000000057820e-01 2.396121865858613295e-03
9.157500000000069473e-01 2.329355246905579716e-03
9.465000000000081126e-01 2.247290044019745626e-03
9.772500000000092779e-01 2.146860820889379910e-03
1.008000000000010443e+00 2.042964185439731257e-03
1.038750000000011608e+00 1.922327953773362089e-03
1.069500000000012774e+00 1.808874065109136861e-03
1.100250000000013939e+00 1.683617088753969551e-03
1.131000000000015104e+00 1.571930325547777566e-03
1.161750000000016270e+00 1.456838980176732544e-03
1.192500000000017435e+00 1.355554849773577377e-03
1.223250000000018600e+00 1.261191563036518932e-03
1.254000000000019766e+00 1.176993551756205488e-03
1.284750000000020931e+00 1.109985811491792564e-03
1.315500000000022096e+00 1.047415812902506484e-03
1.346250000000023261e+00 1.009053433098485233e-03
1.377000000000024427e+00 9.704143803031602296e-04
1.407750000000025592e+00 9.577899746162802730e-04
1.438500000000026757e+00 9.419953212964037037e-04
1.469250000000027923e+00 9.491440240822555767e-04
1.500000000000029088e+00 9.527106637086421408e-04
1.530750000000030253e+00 9.717366786384198278e-04
1.561500000000031418e+00 9.889859346016429895e-04
1.592250000000032584e+00 1.011577510693497522e-03
1.623000000000033749e+00 1.035201059299762499e-03
1.653750000000034914e+00 1.053154706307886249e-03
1.684500000000036080e+00 1.075003924916864608e-03
1.715250000000037245e+00 1.081859016622617681e-03
1.746000000000038410e+00 1.093852020958671623e-03
1.776750000000039575e+00 1.084888880115813126e-03
1.807500000000040741e+00 1.080101957326670171e-03
1.838250000000041906e+00 1.053206448199513201e-03
1.869000000000043071e+00 1.027434252707314522e-03
1.899750000000044237e+00 9.832676306542667815e-04
1.930500000000045402e+00 9.351591273986869460e-04
1.961250000000046567e+00 8.763291174304292230e-04
1.992000000000047732e+00 8.081406488534502962e-04
2.022750000000048676e+00 7.383460442536202671e-04
2.053500000000049841e+00 6.556260158059900624e-04
2.084250000000051006e+00 5.790101596327162535e-04
2.115000000000052172e+00 4.891701174439161718e-04
2.145750000000053337e+00 4.099840057924359314e-04
2.176500000000054502e+00 3.231430450303933877e-04
2.207250000000055667e+00 2.458692722109127871e-04
2.238000000000056833e+00 1.713132906686043433e-04
2.268750000000057998e+00 1.012434087690705056e-04
2.299500000000059163e+00 4.488886463965943881e-05
2.330250000000060329e+00 -1.094925533321343790e-05
2.360250000000061465e+00 -4.630260714970274501e-05
2.390250000000062602e+00 -8.058647035423371484e-05
2.420250000000063739e+00 -9.666324805394138002e-05
2.450250000000064876e+00 -1.068956834842094817e-04
2.480250000000066013e+00 -1.049100536276931304e-04
2.510250000000067150e+00 -9.106125372481180518e-05
2.540250000000068287e+00 -7.241948125558917110e-05
2.570250000000069424e+00 -3.840957028571141316e-05
2.600250000000070560e+00 -4.991751555965657295e-06
2.630250000000071697e+00 4.189055073951375446e-05
2.660250000000072834e+00 8.669528464393022106e-05
2.690250000000073971e+00 1.372797014339027127e-04
2.720250000000075108e+00 1.880018053269435368e-04
2.750250000000076245e+00 2.351458830295602789e-04
2.780250000000077382e+00 2.840217669284159801e-04
2.810250000000078519e+00 3.238848644228961961e-04
2.840250000000079655e+00 3.626392144448214333e-04
2.870250000000080792e+00 3.900868565605539770e-04
2.900250000000081929e+00 4.120476914344624406e-04
2.930250000000083066e+00 4.248607706298873719e-04
2.960250000000084203e+00 4.284140860786561471e-04
2.990250000000085340e+00 4.232302701497950292e-04
3.020250000000086477e+00 4.076168753340846974e-04
3.050250000000087613e+00 3.835985517415680377e-04
3.080250000000088750e+00 3.499553009156767549e-04
3.110250000000089887e+00 3.088411476537738848e-04
3.140250000000091024e+00 2.601799669974449308e-04
3.170250000000092161e+00 2.058663336689036207e-04
